Link,Total Call Duration,Total Effective Talk Duration,Total Effective Talk Percent,Talk Duration (Mono Right),Talk Duration (Mono Left),Talk Percent (Mono Right),Talk Percent (Mono Left),Overlaps Count (Total),Overlaps Count (Mono Right),Overlaps Count (Mono Left),Overlaps Duration (Total),Overlaps Duration (Mono Right),Overlaps Duration (Mono Left),Overlaps Percent (Total),Overlaps Percent (Mono Right),Overlaps Percent (Mono Left),Overall Emotion (Total),Overall Emotion (Mono Right),Overall Emotion (Mono Left)
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/fb09fa19c4683b28e1e952a0466d17b9.mp3,0.35 Minutes,0.25 Minutes,72.16%,0.08 Minutes,0.23 Minutes,25.38 %,74.62 %,1 Times,1 Times,0 Times,0.06 Minutes,0.06 Minutes,0.0 Minutes,22.86 %,22.86 %,0.00 %,surprise,fear,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/dd0f4512bdbd3e8db63c9d1690d617b9.mp3,0.66 Minutes,0.56 Minutes,85.41%,0.14 Minutes,0.49 Minutes,21.68 %,78.32 %,2 Times,1 Times,1 Times,0.06 Minutes,0.02 Minutes,0.05 Minutes,11.42 %,3.08 %,8.34 %,surprise,sad,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/5916cc7805b5a2df6614fc79d72917b6.mp3,0.86 Minutes,0.76 Minutes,88.76%,0.23 Minutes,0.62 Minutes,26.86 %,73.14 %,3 Times,3 Times,0 Times,0.08 Minutes,0.08 Minutes,0.0 Minutes,11.02 %,11.02 %,0.00 %,surprise,surprise,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/da26e1729abeafc670e7b9affeac17b1.mp3,5.92 Minutes,4.4 Minutes,74.40%,1.44 Minutes,3.34 Minutes,30.08 %,69.92 %,19 Times,10 Times,9 Times,0.37 Minutes,0.21 Minutes,0.16 Minutes,8.34 %,4.68 %,3.66 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/471344016c3a793b4ff427e4ef2117b6.mp3,0.66 Minutes,0.56 Minutes,84.76%,0.1 Minutes,0.5 Minutes,16.24 %,83.76 %,2 Times,1 Times,1 Times,0.04 Minutes,0.02 Minutes,0.02 Minutes,6.72 %,3.03 %,3.69 %,angry,angry,happy
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/4726dc335ddf4bb0f74cfc482e2e17be.mp3,3.48 Minutes,2.97 Minutes,85.34%,0.65 Minutes,2.51 Minutes,20.58 %,79.42 %,11 Times,4 Times,7 Times,0.19 Minutes,0.09 Minutes,0.1 Minutes,6.27 %,3.01 %,3.27 %,surprise,fear,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/1b77e83fa2c29ddd24279cff13fa17b9.mp3,0.39 Minutes,0.3 Minutes,75.85%,0.04 Minutes,0.26 Minutes,11.92 %,88.08 %,0 Times,0 Times,0 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,0.00 %,0.00 %,0.00 %,surprise,sad,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/48e7a6b1fc482bf056862808fb9d17b1.mp3,0.88 Minutes,0.66 Minutes,74.78%,0.07 Minutes,0.61 Minutes,9.94 %,90.06 %,2 Times,2 Times,0 Times,0.02 Minutes,0.02 Minutes,0.0 Minutes,2.71 %,2.71 %,0.00 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/a6abbbe4d76b8914c0ef0df1879f17b6.mp3,0.27 Minutes,0.23 Minutes,83.22%,0.02 Minutes,0.21 Minutes,8.89 %,91.11 %,0 Times,0 Times,0 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,0.00 %,0.00 %,0.00 %,angry,angry,fear
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/faf4fee16cb613229875924f5f7917bi.mp3,2.04 Minutes,1.81 Minutes,88.90%,0.61 Minutes,1.4 Minutes,30.24 %,69.76 %,9 Times,3 Times,6 Times,0.2 Minutes,0.07 Minutes,0.13 Minutes,10.84 %,3.91 %,6.92 %,surprise,angry,surprise
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/678d0e2e2a65d0a29962b4dab0a817be.mp3,1.25 Minutes,1.0 Minutes,79.70%,0.26 Minutes,0.8 Minutes,24.21 %,75.79 %,5 Times,3 Times,2 Times,0.06 Minutes,0.04 Minutes,0.03 Minutes,6.51 %,3.78 %,2.73 %,surprise,fear,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/639fa6fa2ca8894fbe4fb4c0942417b6.mp3,0.41 Minutes,0.32 Minutes,76.49%,0.05 Minutes,0.31 Minutes,13.11 %,86.89 %,1 Times,1 Times,0 Times,0.04 Minutes,0.04 Minutes,0.0 Minutes,12.41 %,12.41 %,0.00 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/9571fd92e2b61103f5bfe842527817b4.mp3,1.79 Minutes,1.65 Minutes,92.51%,0.62 Minutes,1.24 Minutes,33.36 %,66.64 %,10 Times,4 Times,6 Times,0.21 Minutes,0.08 Minutes,0.13 Minutes,12.77 %,4.66 %,8.11 %,neutral,sad,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/d1c925d29b87c502f18965436df117b1.mp3,0.75 Minutes,0.64 Minutes,85.30%,0.18 Minutes,0.53 Minutes,25.75 %,74.25 %,2 Times,0 Times,2 Times,0.07 Minutes,0.0 Minutes,0.07 Minutes,10.75 %,0.00 %,10.75 %,neutral,fear,fear
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/7388be3fd775b7a81376de6dcb4d17b6.mp3,1.11 Minutes,0.94 Minutes,84.53%,0.2 Minutes,0.8 Minutes,19.76 %,80.24 %,4 Times,1 Times,3 Times,0.06 Minutes,0.03 Minutes,0.03 Minutes,6.82 %,3.56 %,3.26 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/a89e0ba572b8f901446f7791a8b117b2.mp3,0.09 Minutes,0.08 Minutes,92.49%,0.08 Minutes,0.0 Minutes,100.0 %,0.0 %,0 Times,0 Times,0 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,0.00 %,0.00 %,0.00 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/9729869174ee29b07a4dc7bbb60217b1.mp3,0.26 Minutes,0.18 Minutes,72.37%,0.09 Minutes,0.16 Minutes,35.45 %,64.55 %,1 Times,1 Times,0 Times,0.06 Minutes,0.06 Minutes,0.0 Minutes,32.62 %,32.62 %,0.00 %,angry,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/a4ef6cccfbec093c5622669a2e4617b4.mp3,1.2 Minutes,1.02 Minutes,84.44%,0.16 Minutes,0.92 Minutes,14.65 %,85.35 %,2 Times,2 Times,0 Times,0.06 Minutes,0.06 Minutes,0.0 Minutes,5.62 %,5.62 %,0.00 %,angry,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/65999463788e681d4a217d077b8417b9.mp3,0.45 Minutes,0.3 Minutes,67.71%,0.02 Minutes,0.29 Minutes,6.13 %,93.87 %,0 Times,0 Times,0 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,0.00 %,0.00 %,0.00 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/c4fe755c63222f9dca4b175bf37b17bk.mp3,0.06 Minutes,0.0 Minutes,0.00%,0.0 Minutes,0.0 Minutes,nan %,nan %,0 Times,0 Times,0 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,nan %,nan %,nan %,angry,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/ebed5c8702c4c7bcb207df009b7417b9.mp3,1.92 Minutes,1.72 Minutes,89.68%,0.71 Minutes,1.37 Minutes,33.98 %,66.02 %,11 Times,7 Times,4 Times,0.36 Minutes,0.2 Minutes,0.16 Minutes,20.76 %,11.53 %,9.23 %,surprise,surprise,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/cc2843c714adc525e3b40f4b12ee17b8.mp3,1.82 Minutes,1.52 Minutes,83.57%,0.55 Minutes,1.16 Minutes,32.02 %,67.98 %,8 Times,7 Times,1 Times,0.18 Minutes,0.17 Minutes,0.02 Minutes,11.98 %,10.87 %,1.12 %,angry,angry,fear
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/0e84fcfd17bd8e5a4493a820863817b1.mp3,0.56 Minutes,0.48 Minutes,86.36%,0.15 Minutes,0.4 Minutes,26.61 %,73.39 %,3 Times,2 Times,1 Times,0.07 Minutes,0.04 Minutes,0.02 Minutes,13.76 %,8.72 %,5.04 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/a50000919eaa6e1d0e7891f2303b17bk.mp3,0.2 Minutes,0.08 Minutes,38.97%,0.05 Minutes,0.03 Minutes,58.93 %,41.07 %,0 Times,0 Times,0 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,0.00 %,0.00 %,0.00 %,surprise,sad,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/2f322c6ebb1ca86ef009208eff3417b6.mp3,1.2 Minutes,1.1 Minutes,92.35%,0.15 Minutes,1.02 Minutes,12.87 %,87.13 %,4 Times,4 Times,0 Times,0.07 Minutes,0.07 Minutes,0.0 Minutes,6.54 %,6.54 %,0.00 %,angry,surprise,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/5ca7e573ae85956ace8b1a410c2917b9.mp3,0.37 Minutes,0.31 Minutes,83.30%,0.08 Minutes,0.25 Minutes,23.18 %,76.82 %,1 Times,1 Times,0 Times,0.02 Minutes,0.02 Minutes,0.0 Minutes,5.62 %,5.62 %,0.00 %,surprise,surprise,happy
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/6f6eccd1c28be375c1498a01973a17b9.mp3,0.58 Minutes,0.28 Minutes,48.75%,0.02 Minutes,0.27 Minutes,6.02 %,93.98 %,0 Times,0 Times,0 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,0.00 %,0.00 %,0.00 %,surprise,surprise,fear
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/fcae7c69bc060a2384b93c348fc117bd.mp3,1.44 Minutes,1.38 Minutes,95.81%,1.0 Minutes,0.94 Minutes,51.57 %,48.43 %,10 Times,5 Times,5 Times,0.57 Minutes,0.19 Minutes,0.38 Minutes,41.09 %,13.46 %,27.63 %,angry,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/aa833db71a905500daebe99547e717bl.mp3,1.55 Minutes,1.45 Minutes,93.60%,0.73 Minutes,1.03 Minutes,41.37 %,58.63 %,10 Times,6 Times,4 Times,0.3 Minutes,0.14 Minutes,0.16 Minutes,20.83 %,9.48 %,11.35 %,angry,sad,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/f32f51bff4bf54c471147f01e78717ba.mp3,0.71 Minutes,0.67 Minutes,94.77%,0.4 Minutes,0.46 Minutes,47.05 %,52.95 %,6 Times,3 Times,3 Times,0.19 Minutes,0.08 Minutes,0.11 Minutes,28.28 %,12.41 %,15.87 %,angry,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/7d706df204a82e416a6b2b08823f17b6.mp3,6.15 Minutes,5.42 Minutes,88.00%,1.83 Minutes,4.24 Minutes,30.13 %,69.87 %,33 Times,22 Times,11 Times,0.65 Minutes,0.47 Minutes,0.18 Minutes,11.96 %,8.69 %,3.27 %,angry,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/99ba0bf8f817fce51d636bf6c8a317b4.mp3,2.04 Minutes,1.84 Minutes,90.03%,0.98 Minutes,1.17 Minutes,45.76 %,54.24 %,13 Times,9 Times,4 Times,0.31 Minutes,0.21 Minutes,0.1 Minutes,17.11 %,11.52 %,5.59 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/422ab2aa0b9d05262bf8f1b2902917bk.mp3,0.26 Minutes,0.17 Minutes,66.43%,0.07 Minutes,0.15 Minutes,31.66 %,68.34 %,3 Times,2 Times,1 Times,0.05 Minutes,0.05 Minutes,0.0 Minutes,27.80 %,27.30 %,0.49 %,angry,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8b810fbd3543be674ef78fc7a1d317bg.mp3,2.2 Minutes,1.87 Minutes,84.90%,0.71 Minutes,1.46 Minutes,32.85 %,67.15 %,12 Times,9 Times,3 Times,0.3 Minutes,0.27 Minutes,0.03 Minutes,16.17 %,14.42 %,1.74 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/62e7355d1398146ed457e475f33617b1.mp3,1.23 Minutes,1.01 Minutes,81.95%,0.31 Minutes,0.82 Minutes,27.15 %,72.85 %,5 Times,1 Times,4 Times,0.12 Minutes,0.02 Minutes,0.1 Minutes,11.76 %,2.13 %,9.63 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/f16b2879c3726782d0f80edb6d5b17b3.mp3,3.29 Minutes,2.82 Minutes,85.83%,1.12 Minutes,2.12 Minutes,34.58 %,65.42 %,14 Times,7 Times,7 Times,0.42 Minutes,0.16 Minutes,0.26 Minutes,14.84 %,5.49 %,9.34 %,surprise,angry,surprise
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/ee28b5211e6772c2edd7880d820817b3.mp3,2.51 Minutes,1.63 Minutes,64.89%,0.39 Minutes,1.38 Minutes,22.28 %,77.72 %,5 Times,5 Times,0 Times,0.14 Minutes,0.14 Minutes,0.0 Minutes,8.70 %,8.70 %,0.00 %,surprise,fear,surprise
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/dd2fb18742dba57c23facb7889cb17b9.mp3,0.21 Minutes,0.12 Minutes,56.64%,0.0 Minutes,0.12 Minutes,0.0 %,100.0 %,0 Times,0 Times,0 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,0.00 %,0.00 %,0.00 %,surprise,angry,fear
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/0747ab5da1f6485903eb42fc27c317be.mp3,1.03 Minutes,0.93 Minutes,90.57%,0.46 Minutes,0.74 Minutes,38.16 %,61.84 %,6 Times,4 Times,2 Times,0.26 Minutes,0.17 Minutes,0.09 Minutes,27.62 %,18.29 %,9.33 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8f5718b987f714bdb19bc8d4a5e117b9.mp3,0.31 Minutes,0.25 Minutes,80.86%,0.19 Minutes,0.19 Minutes,50.0 %,50.0 %,3 Times,1 Times,2 Times,0.12 Minutes,0.02 Minutes,0.1 Minutes,48.25 %,8.36 %,39.89 %,surprise,surprise,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/4514c192c0682f094108923091b017b3.mp3,0.75 Minutes,0.63 Minutes,83.79%,0.12 Minutes,0.51 Minutes,19.04 %,80.96 %,1 Times,1 Times,0 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,0.63 %,0.63 %,0.00 %,surprise,fear,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/b23855e87850b29e6707b5c45cb117bh.mp3,2.02 Minutes,1.79 Minutes,88.51%,0.42 Minutes,1.53 Minutes,21.65 %,78.35 %,6 Times,5 Times,1 Times,0.16 Minutes,0.14 Minutes,0.01 Minutes,8.77 %,8.06 %,0.71 %,angry,angry,fear
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/81b89a4224a1e6e50e869e4d299417b9.mp3,2.52 Minutes,1.83 Minutes,72.84%,0.33 Minutes,1.6 Minutes,16.9 %,83.1 %,9 Times,4 Times,5 Times,0.09 Minutes,0.05 Minutes,0.04 Minutes,5.13 %,2.93 %,2.19 %,surprise,angry,fear
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/3cb350736816395e66256c6b46a617b9.mp3,0.8 Minutes,0.67 Minutes,83.80%,0.11 Minutes,0.59 Minutes,15.84 %,84.16 %,3 Times,3 Times,0 Times,0.03 Minutes,0.03 Minutes,0.0 Minutes,4.75 %,4.75 %,0.00 %,surprise,angry,surprise
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/d66cd0dd83ec30ecef7cee2b426717bd.mp3,0.1 Minutes,0.05 Minutes,49.42%,0.0 Minutes,0.05 Minutes,0.0 %,100.0 %,0 Times,0 Times,0 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,0.00 %,0.00 %,0.00 %,angry,angry,fear
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/b486fe99112229d04f375e961f5f17b4.mp3,0.36 Minutes,0.31 Minutes,85.98%,0.11 Minutes,0.22 Minutes,33.45 %,66.55 %,1 Times,1 Times,0 Times,0.02 Minutes,0.02 Minutes,0.0 Minutes,5.54 %,5.54 %,0.00 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/ab94c9e798b0cb071f9521ce0f2817bf.mp3,2.25 Minutes,2.04 Minutes,90.71%,0.48 Minutes,1.64 Minutes,22.5 %,77.5 %,5 Times,1 Times,4 Times,0.07 Minutes,0.01 Minutes,0.06 Minutes,3.66 %,0.62 %,3.04 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/e5969afc9a55bfc8103eff0d95bd17b4.mp3,1.87 Minutes,1.61 Minutes,86.12%,0.28 Minutes,1.38 Minutes,16.96 %,83.04 %,2 Times,1 Times,1 Times,0.06 Minutes,0.01 Minutes,0.04 Minutes,3.45 %,0.90 %,2.55 %,surprise,fear,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/fe994eb7b0fc737dc2c16fbe633e17b6.mp3,0.94 Minutes,0.72 Minutes,76.72%,0.21 Minutes,0.61 Minutes,25.32 %,74.68 %,3 Times,0 Times,3 Times,0.09 Minutes,0.0 Minutes,0.09 Minutes,13.12 %,0.00 %,13.12 %,angry,angry,surprise
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/e036c8c8d7310a47cb79fb1e1d8d17bh.mp3,1.12 Minutes,0.85 Minutes,76.12%,0.19 Minutes,0.76 Minutes,19.93 %,80.07 %,6 Times,4 Times,2 Times,0.1 Minutes,0.09 Minutes,0.01 Minutes,11.75 %,10.96 %,0.79 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/31eef78c3e6e33ee80382437fd8517b7.mp3,1.94 Minutes,1.6 Minutes,82.83%,0.38 Minutes,1.33 Minutes,22.17 %,77.83 %,5 Times,3 Times,2 Times,0.1 Minutes,0.07 Minutes,0.03 Minutes,6.33 %,4.27 %,2.06 %,surprise,surprise,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/56aa50cba63c99aa5cd09cf6434d17b8.mp3,0.26 Minutes,0.06 Minutes,23.20%,0.0 Minutes,0.06 Minutes,0.0 %,100.0 %,0 Times,0 Times,0 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,0.00 %,0.00 %,0.00 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/07ec41cc9d48f400e89ffbc38c4317b7.mp3,0.01 Minutes,0.0 Minutes,0.00%,0.0 Minutes,0.0 Minutes,nan %,nan %,0 Times,0 Times,0 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,nan %,nan %,nan %,surprise,fear,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/e46bff3d838aa801587d85ad9bdf17bg.mp3,2.69 Minutes,2.27 Minutes,84.50%,0.81 Minutes,1.83 Minutes,30.63 %,69.37 %,14 Times,5 Times,9 Times,0.36 Minutes,0.16 Minutes,0.21 Minutes,15.94 %,6.84 %,9.10 %,surprise,surprise,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/e1fb3079235059f44e191c6ef8c317b6.mp3,0.39 Minutes,0.36 Minutes,91.31%,0.27 Minutes,0.25 Minutes,52.15 %,47.85 %,2 Times,1 Times,1 Times,0.16 Minutes,0.09 Minutes,0.07 Minutes,45.38 %,24.66 %,20.71 %,angry,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/7a590c38266671654a5d24f2144817be.mp3,0.38 Minutes,0.22 Minutes,58.75%,0.07 Minutes,0.18 Minutes,27.56 %,72.44 %,1 Times,1 Times,0 Times,0.03 Minutes,0.03 Minutes,0.0 Minutes,12.39 %,12.39 %,0.00 %,surprise,surprise,happy
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/f9d38d797a3152358cb3a39a0d3d17b1.mp3,1.57 Minutes,1.4 Minutes,89.04%,0.16 Minutes,1.34 Minutes,10.49 %,89.51 %,3 Times,2 Times,1 Times,0.1 Minutes,0.07 Minutes,0.03 Minutes,6.85 %,4.91 %,1.94 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/6607f780be74cbcbb938c5e3deed17b6.mp3,2.51 Minutes,2.18 Minutes,86.80%,0.55 Minutes,1.93 Minutes,22.11 %,77.89 %,10 Times,4 Times,6 Times,0.29 Minutes,0.14 Minutes,0.15 Minutes,13.42 %,6.60 %,6.82 %,surprise,surprise,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/c72338b79e3d326da07957df637f17be.mp3,4.11 Minutes,3.85 Minutes,93.87%,2.17 Minutes,2.4 Minutes,47.5 %,52.5 %,23 Times,12 Times,11 Times,0.71 Minutes,0.43 Minutes,0.28 Minutes,18.51 %,11.14 %,7.36 %,surprise,fear,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/e7e6e3f78306b74ae1691b6393bc17b6.mp3,0.38 Minutes,0.3 Minutes,77.37%,0.06 Minutes,0.25 Minutes,19.21 %,80.79 %,1 Times,1 Times,0 Times,0.02 Minutes,0.02 Minutes,0.0 Minutes,5.72 %,5.72 %,0.00 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/f970b1b91905a7b971b420c560e417b2.mp3,2.19 Minutes,1.57 Minutes,72.04%,0.3 Minutes,1.38 Minutes,17.92 %,82.08 %,4 Times,1 Times,3 Times,0.11 Minutes,0.05 Minutes,0.06 Minutes,6.92 %,2.95 %,3.97 %,surprise,surprise,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/a068e34d097eb19933122c39326c17b8.mp3,0.77 Minutes,0.62 Minutes,79.62%,0.16 Minutes,0.47 Minutes,25.09 %,74.91 %,1 Times,1 Times,0 Times,0.02 Minutes,0.02 Minutes,0.0 Minutes,2.89 %,2.89 %,0.00 %,surprise,sad,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/095bae0809d46fd3b6dc7f85705417bd.mp3,1.61 Minutes,1.53 Minutes,94.90%,0.54 Minutes,1.22 Minutes,30.52 %,69.48 %,10 Times,6 Times,4 Times,0.23 Minutes,0.14 Minutes,0.09 Minutes,15.23 %,9.49 %,5.74 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/49a86865228a44534c48da0f661d17bl.mp3,2.28 Minutes,1.99 Minutes,87.12%,0.89 Minutes,1.46 Minutes,37.76 %,62.24 %,14 Times,8 Times,6 Times,0.36 Minutes,0.25 Minutes,0.11 Minutes,18.25 %,12.50 %,5.75 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8a7d40a030af65e5f758fb2e138217b6.mp3,0.82 Minutes,0.74 Minutes,90.40%,0.28 Minutes,0.69 Minutes,29.01 %,70.99 %,5 Times,4 Times,1 Times,0.23 Minutes,0.17 Minutes,0.06 Minutes,31.15 %,22.78 %,8.36 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/dc610a7c493c3134b03c395ef09617b9.mp3,1.05 Minutes,0.81 Minutes,77.16%,0.17 Minutes,0.67 Minutes,20.27 %,79.73 %,2 Times,0 Times,2 Times,0.03 Minutes,0.0 Minutes,0.03 Minutes,3.48 %,0.00 %,3.48 %,surprise,fear,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/54f3483cf0623d0bde9159ad40f817be.mp3,0.3 Minutes,0.25 Minutes,82.16%,0.06 Minutes,0.19 Minutes,24.39 %,75.61 %,1 Times,1 Times,0 Times,0.01 Minutes,0.01 Minutes,0.0 Minutes,2.98 %,2.98 %,0.00 %,surprise,angry,surprise
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/93b56162c55b5827a2beeba4f0b117b1.mp3,5.29 Minutes,5.02 Minutes,94.87%,2.26 Minutes,3.7 Minutes,37.96 %,62.04 %,26 Times,18 Times,8 Times,0.95 Minutes,0.61 Minutes,0.34 Minutes,18.93 %,12.25 %,6.68 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/4aa08a104f5fe2f786b0a1ba09be17bf.mp3,0.1 Minutes,0.0 Minutes,0.00%,0.0 Minutes,0.0 Minutes,nan %,nan %,0 Times,0 Times,0 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,nan %,nan %,nan %,surprise,surprise,neutral
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/b76c5963a0c8ce66e4fdf3ebf28617b6.mp3,3.41 Minutes,2.85 Minutes,83.58%,0.94 Minutes,2.17 Minutes,30.27 %,69.73 %,14 Times,8 Times,6 Times,0.26 Minutes,0.14 Minutes,0.12 Minutes,9.04 %,5.00 %,4.04 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/bcd851e76a16361ed7083d1bdabb17b7.mp3,0.12 Minutes,0.04 Minutes,35.99%,0.0 Minutes,0.04 Minutes,0.0 %,100.0 %,0 Times,0 Times,0 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,0.00 %,0.00 %,0.00 %,angry,angry,surprise
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/ec7245e234f9b38dc96ab16d6cad17b9.mp3,0.74 Minutes,0.48 Minutes,65.25%,0.08 Minutes,0.43 Minutes,15.21 %,84.79 %,1 Times,1 Times,0 Times,0.02 Minutes,0.02 Minutes,0.0 Minutes,4.76 %,4.76 %,0.00 %,angry,angry,happy
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/b3668c2f19d53544dfcb258653b817ba.mp3,1.77 Minutes,1.26 Minutes,71.55%,0.45 Minutes,1.02 Minutes,30.48 %,69.52 %,8 Times,4 Times,4 Times,0.2 Minutes,0.14 Minutes,0.06 Minutes,15.68 %,11.12 %,4.56 %,angry,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/65d393860a97f8030b24d75bd66417b6.mp3,2.61 Minutes,2.0 Minutes,76.77%,0.75 Minutes,1.63 Minutes,31.57 %,68.43 %,12 Times,7 Times,5 Times,0.37 Minutes,0.19 Minutes,0.18 Minutes,18.48 %,9.33 %,9.15 %,angry,angry,angry
