Link,Total Call Duration,Total Effective Talk Duration,Total Effective Talk Percent,Talk Duration (Mono Right),Talk Duration (Mono Left),Talk Percent (Mono Right),Talk Percent (Mono Left),Overlaps Count (Total),Overlaps Count (Mono Right),Overlaps Count (Mono Left),Overlaps Duration (Total),Overlaps Duration (Mono Right),Overlaps Duration (Mono Left),Overlaps Percent (Total),Overlaps Percent (Mono Right),Overlaps Percent (Mono Left),Overall Emotion (Total),Overall Emotion (Mono Right),Overall Emotion (Mono Left)
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/82a9bc55075d56dd6cdead2d206e17b6.mp3,1.56 Minutes,1.35 Minutes,86.59%,0.29 Minutes,1.1 Minutes,20.88 %,79.12 %,2 Times,2 Times,0 Times,0.03 Minutes,0.03 Minutes,0.0 Minutes,2.47 %,2.47 %,0.00 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/5e347caa5a8a563f8f8de61cc94417b1.mp3,0.02 Minutes,0.0 Minutes,0.00%,0.0 Minutes,0.0 Minutes,nan %,nan %,0 Times,0 Times,0 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,nan %,nan %,nan %,surprise,fear,happy
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/185c5ad3b1a60cd7bdc760bd4c2117ba.mp3,0.57 Minutes,0.47 Minutes,82.46%,0.11 Minutes,0.38 Minutes,22.15 %,77.85 %,1 Times,1 Times,0 Times,0.02 Minutes,0.02 Minutes,0.0 Minutes,4.32 %,4.32 %,0.00 %,angry,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/c531b49048637683379655ccf20d17b3.mp3,0.6 Minutes,0.53 Minutes,87.89%,0.07 Minutes,0.47 Minutes,12.43 %,87.57 %,1 Times,0 Times,1 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,0.32 %,0.00 %,0.32 %,surprise,fear,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/32d43dd11b8fa2f0a8281fb9c04417b6.mp3,0.26 Minutes,0.26 Minutes,99.99%,0.0 Minutes,0.26 Minutes,0.0 %,100.0 %,0 Times,0 Times,0 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,0.00 %,0.00 %,0.00 %,angry,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/951cd6d9a441388b8b4c1789a3e117b6.mp3,1.01 Minutes,0.95 Minutes,94.41%,0.43 Minutes,0.78 Minutes,35.46 %,64.54 %,7 Times,4 Times,3 Times,0.26 Minutes,0.17 Minutes,0.08 Minutes,26.78 %,18.24 %,8.54 %,surprise,surprise,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/a299a895def52e20124d633120e817bi.mp3,1.36 Minutes,1.23 Minutes,90.41%,0.45 Minutes,0.86 Minutes,34.49 %,65.51 %,4 Times,4 Times,0 Times,0.09 Minutes,0.09 Minutes,0.0 Minutes,7.12 %,7.12 %,0.00 %,surprise,sad,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/cee7c8ac4d6d0c3ace3210d7d64c17b6.mp3,1.82 Minutes,1.69 Minutes,93.03%,0.04 Minutes,1.68 Minutes,2.41 %,97.59 %,2 Times,2 Times,0 Times,0.03 Minutes,0.03 Minutes,0.0 Minutes,1.89 %,1.89 %,0.00 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/68f20612c98c58ff9f5acc0213bc17b4.mp3,2.61 Minutes,2.5 Minutes,95.63%,1.72 Minutes,1.67 Minutes,50.74 %,49.26 %,21 Times,9 Times,12 Times,0.89 Minutes,0.25 Minutes,0.64 Minutes,35.80 %,10.04 %,25.76 %,angry,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/984726ff9d72ebe8da36ff295c5c17b3.mp3,5.73 Minutes,5.04 Minutes,87.91%,2.01 Minutes,3.54 Minutes,36.23 %,63.77 %,20 Times,11 Times,9 Times,0.52 Minutes,0.27 Minutes,0.25 Minutes,10.34 %,5.35 %,4.98 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/17b9d54a5cf4a4aa1c09f66bab9017bk.mp3,1.25 Minutes,1.06 Minutes,84.73%,0.35 Minutes,0.81 Minutes,30.07 %,69.93 %,3 Times,1 Times,2 Times,0.11 Minutes,0.03 Minutes,0.08 Minutes,10.00 %,2.65 %,7.35 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/3ec80f133881044c588ece3354c517bd.mp3,1.85 Minutes,1.66 Minutes,89.63%,0.49 Minutes,1.39 Minutes,25.9 %,74.1 %,8 Times,4 Times,4 Times,0.22 Minutes,0.12 Minutes,0.1 Minutes,13.14 %,7.30 %,5.83 %,surprise,fear,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/fff67a2fbb759a3f80ad206a46cd17b1.mp3,0.7 Minutes,0.51 Minutes,73.69%,0.13 Minutes,0.44 Minutes,22.93 %,77.07 %,3 Times,2 Times,1 Times,0.05 Minutes,0.05 Minutes,0.0 Minutes,10.33 %,9.67 %,0.66 %,surprise,surprise,happy
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/74a46210ed657de4b28efa326d4b17b3.mp3,3.35 Minutes,3.22 Minutes,95.91%,2.48 Minutes,2.3 Minutes,51.84 %,48.16 %,29 Times,14 Times,15 Times,1.56 Minutes,0.69 Minutes,0.88 Minutes,48.56 %,21.34 %,27.22 %,neutral,fear,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/c9f3c746b9c292f7099875eafeaf17b1.mp3,2.05 Minutes,1.92 Minutes,93.79%,0.57 Minutes,1.62 Minutes,25.84 %,74.16 %,9 Times,7 Times,2 Times,0.27 Minutes,0.26 Minutes,0.0 Minutes,13.78 %,13.53 %,0.25 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/2863c48cd8e3f50469c942a968a417bg.mp3,0.09 Minutes,0.07 Minutes,80.01%,0.07 Minutes,0.03 Minutes,69.1 %,30.9 %,1 Times,0 Times,1 Times,0.03 Minutes,0.0 Minutes,0.03 Minutes,44.72 %,0.00 %,44.72 %,angry,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/42d145d58612bfdcf72dad3ab58a17bl.mp3,0.16 Minutes,0.08 Minutes,49.40%,0.0 Minutes,0.08 Minutes,0.0 %,100.0 %,0 Times,0 Times,0 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,0.00 %,0.00 %,0.00 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/1d5d1908a39d3aa6352a3cac045817be.mp3,1.27 Minutes,1.13 Minutes,89.24%,0.59 Minutes,0.87 Minutes,40.5 %,59.5 %,7 Times,4 Times,3 Times,0.34 Minutes,0.31 Minutes,0.02 Minutes,29.62 %,27.62 %,2.00 %,surprise,sad,surprise
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/b475fb3d3c154696005d216d04f317b6.mp3,0.43 Minutes,0.35 Minutes,82.32%,0.06 Minutes,0.32 Minutes,14.81 %,85.19 %,2 Times,1 Times,1 Times,0.02 Minutes,0.0 Minutes,0.02 Minutes,5.84 %,0.40 %,5.44 %,surprise,fear,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/cd65e5bbe971c47fe22053a09ddf17b9.mp3,0.33 Minutes,0.27 Minutes,81.73%,0.19 Minutes,0.2 Minutes,48.49 %,51.51 %,3 Times,2 Times,1 Times,0.12 Minutes,0.11 Minutes,0.01 Minutes,45.82 %,41.84 %,3.97 %,angry,fear,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/2b3b41094f7693a9896dfb767a2617b3.mp3,0.11 Minutes,0.06 Minutes,52.66%,0.05 Minutes,0.03 Minutes,58.39 %,41.61 %,1 Times,1 Times,0 Times,0.02 Minutes,0.02 Minutes,0.0 Minutes,42.29 %,42.29 %,0.00 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/14e509513e4458feafcf2089e99917b7.mp3,2.78 Minutes,2.49 Minutes,89.62%,1.47 Minutes,1.32 Minutes,52.72 %,47.28 %,12 Times,6 Times,6 Times,0.29 Minutes,0.1 Minutes,0.19 Minutes,11.79 %,4.02 %,7.77 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/6c26b2d0b1127d1280307c8aa81817b6.mp3,7.85 Minutes,6.12 Minutes,77.95%,2.89 Minutes,3.83 Minutes,43.05 %,56.95 %,26 Times,17 Times,9 Times,0.6 Minutes,0.41 Minutes,0.19 Minutes,9.80 %,6.71 %,3.08 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/c277c75c424e5c73e107fb9e92fb17b6.mp3,1.05 Minutes,0.89 Minutes,84.46%,0.32 Minutes,0.68 Minutes,31.79 %,68.21 %,6 Times,5 Times,1 Times,0.11 Minutes,0.1 Minutes,0.01 Minutes,12.89 %,11.49 %,1.40 %,neutral,sad,surprise
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/a537821439c0138dafe3ad35724917b9.mp3,0.2 Minutes,0.08 Minutes,42.16%,0.05 Minutes,0.04 Minutes,55.33 %,44.67 %,0 Times,0 Times,0 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,0.00 %,0.00 %,0.00 %,surprise,neutral,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/e4b5e60ebddb4061244de984e26e17be.mp3,0.67 Minutes,0.55 Minutes,82.19%,0.21 Minutes,0.46 Minutes,31.42 %,68.58 %,5 Times,3 Times,2 Times,0.12 Minutes,0.06 Minutes,0.07 Minutes,22.13 %,10.09 %,12.04 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/b1e22d59319a3bcf5d4503980f4317bb.mp3,0.33 Minutes,0.33 Minutes,99.94%,0.0 Minutes,0.33 Minutes,0.0 %,100.0 %,0 Times,0 Times,0 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,0.00 %,0.00 %,0.00 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/dd083796ec9d77e0435ac939836317bh.mp3,1.62 Minutes,1.47 Minutes,90.70%,0.65 Minutes,1.1 Minutes,37.19 %,62.81 %,8 Times,3 Times,5 Times,0.28 Minutes,0.15 Minutes,0.13 Minutes,18.71 %,9.94 %,8.77 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/1ece7383e8811d39c6c323caaf5117bh.mp3,0.26 Minutes,0.09 Minutes,32.96%,0.04 Minutes,0.05 Minutes,43.09 %,56.91 %,0 Times,0 Times,0 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,0.00 %,0.00 %,0.00 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/468433c4823f3543debe9f4c456017b1.mp3,1.09 Minutes,0.97 Minutes,88.88%,0.56 Minutes,0.72 Minutes,43.69 %,56.31 %,10 Times,4 Times,6 Times,0.32 Minutes,0.08 Minutes,0.23 Minutes,32.61 %,8.43 %,24.18 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/1f25f1378ef67d4dda5cae64cf1e17bg.mp3,1.73 Minutes,1.52 Minutes,87.95%,0.45 Minutes,1.14 Minutes,28.32 %,71.68 %,3 Times,1 Times,2 Times,0.07 Minutes,0.02 Minutes,0.05 Minutes,4.67 %,1.27 %,3.41 %,surprise,sad,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/aaa67d75a20bff1aa6d24c1736ca17b3.mp3,2.02 Minutes,1.75 Minutes,86.81%,0.45 Minutes,1.34 Minutes,25.27 %,74.73 %,4 Times,3 Times,1 Times,0.04 Minutes,0.04 Minutes,0.01 Minutes,2.44 %,2.10 %,0.34 %,angry,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/0a9798ec3e2d78ff293c4ef90f7c17b3.mp3,1.82 Minutes,1.68 Minutes,92.24%,0.3 Minutes,1.53 Minutes,16.58 %,83.42 %,6 Times,3 Times,3 Times,0.15 Minutes,0.08 Minutes,0.06 Minutes,8.67 %,5.04 %,3.63 %,surprise,surprise,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/2b035e8d542a2e4e6abfd57ed2dd17b6.mp3,2.4 Minutes,2.05 Minutes,85.61%,0.84 Minutes,1.51 Minutes,35.79 %,64.21 %,14 Times,8 Times,6 Times,0.29 Minutes,0.2 Minutes,0.09 Minutes,14.34 %,9.89 %,4.45 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/da699b4529718ded09386c0fba5517b8.mp3,0.8 Minutes,0.67 Minutes,83.58%,0.16 Minutes,0.57 Minutes,21.56 %,78.44 %,1 Times,0 Times,1 Times,0.05 Minutes,0.0 Minutes,0.05 Minutes,7.82 %,0.00 %,7.82 %,angry,angry,surprise
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8253fce9081bb270adc7dd83630b17bk.mp3,6.07 Minutes,5.04 Minutes,83.10%,1.55 Minutes,4.12 Minutes,27.26 %,72.74 %,23 Times,14 Times,9 Times,0.63 Minutes,0.43 Minutes,0.19 Minutes,12.45 %,8.58 %,3.87 %,surprise,surprise,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/de3b4c8473f703439b0edfe6740817b8.mp3,0.48 Minutes,0.34 Minutes,72.47%,0.09 Minutes,0.27 Minutes,24.31 %,75.69 %,1 Times,1 Times,0 Times,0.02 Minutes,0.02 Minutes,0.0 Minutes,4.59 %,4.59 %,0.00 %,surprise,sad,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/05035e179e4f868bd3ba2a96a50d17bd.mp3,1.48 Minutes,1.22 Minutes,82.55%,0.38 Minutes,1.03 Minutes,26.87 %,73.13 %,5 Times,4 Times,1 Times,0.19 Minutes,0.12 Minutes,0.07 Minutes,15.44 %,10.04 %,5.40 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/fd96affd989621b5f8ba5631e33417b9.mp3,0.11 Minutes,0.04 Minutes,38.19%,0.0 Minutes,0.04 Minutes,0.0 %,100.0 %,0 Times,0 Times,0 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,0.00 %,0.00 %,0.00 %,surprise,fear,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/fa44ff87620a7905b2d08bc5e2c617b3.mp3,1.08 Minutes,0.92 Minutes,85.20%,0.27 Minutes,0.71 Minutes,27.24 %,72.76 %,2 Times,2 Times,0 Times,0.06 Minutes,0.06 Minutes,0.0 Minutes,6.24 %,6.24 %,0.00 %,angry,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/c5d70b7b81ed3d87a12b1e34bba117b9.mp3,0.14 Minutes,0.03 Minutes,19.81%,0.03 Minutes,0.0 Minutes,100.0 %,0.0 %,0 Times,0 Times,0 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,0.00 %,0.00 %,0.00 %,surprise,sad,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/772127874af082f839047e332e4c17bd.mp3,0.66 Minutes,0.59 Minutes,90.03%,0.21 Minutes,0.5 Minutes,29.32 %,70.68 %,5 Times,4 Times,1 Times,0.11 Minutes,0.11 Minutes,0.0 Minutes,18.38 %,18.29 %,0.10 %,surprise,fear,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/fe8f05bc6ee1d8e8d8d73c3e366b17b4.mp3,1.89 Minutes,1.48 Minutes,78.35%,0.53 Minutes,1.08 Minutes,33.06 %,66.94 %,8 Times,6 Times,2 Times,0.13 Minutes,0.11 Minutes,0.02 Minutes,8.77 %,7.72 %,1.05 %,surprise,surprise,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/811cd62c388fed0a3867c25e4dbc17b3.mp3,0.28 Minutes,0.2 Minutes,72.06%,0.04 Minutes,0.18 Minutes,17.68 %,82.32 %,1 Times,1 Times,0 Times,0.02 Minutes,0.02 Minutes,0.0 Minutes,9.46 %,9.46 %,0.00 %,angry,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/41390149732a335f5d4af13b903717bk.mp3,0.07 Minutes,0.05 Minutes,74.19%,0.04 Minutes,0.02 Minutes,66.49 %,33.51 %,0 Times,0 Times,0 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,0.00 %,0.00 %,0.00 %,surprise,sad,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/99166cba54ecefcb884c72c46d5417b6.mp3,0.23 Minutes,0.19 Minutes,84.28%,0.06 Minutes,0.17 Minutes,25.73 %,74.27 %,1 Times,0 Times,1 Times,0.03 Minutes,0.0 Minutes,0.03 Minutes,15.09 %,0.00 %,15.09 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/91577dcb2a3995d8af8fc688b38c17b7.mp3,2.53 Minutes,2.39 Minutes,94.51%,0.88 Minutes,1.98 Minutes,30.76 %,69.24 %,19 Times,13 Times,6 Times,0.47 Minutes,0.33 Minutes,0.14 Minutes,19.65 %,13.81 %,5.84 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/dfc004f50a6ed11d1f7af302f0e517b9.mp3,1.23 Minutes,1.09 Minutes,88.43%,0.1 Minutes,1.07 Minutes,8.64 %,91.36 %,2 Times,2 Times,0 Times,0.08 Minutes,0.08 Minutes,0.0 Minutes,7.52 %,7.52 %,0.00 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/cdffe38602a60fa97e84622cc50d17b9.mp3,0.6 Minutes,0.41 Minutes,68.50%,0.08 Minutes,0.37 Minutes,17.39 %,82.61 %,2 Times,2 Times,0 Times,0.03 Minutes,0.03 Minutes,0.0 Minutes,8.16 %,8.16 %,0.00 %,neutral,neutral,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/01449549f9fbb40364f1d532863117bb.mp3,0.5 Minutes,0.38 Minutes,76.71%,0.1 Minutes,0.28 Minutes,26.71 %,73.29 %,0 Times,0 Times,0 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,0.00 %,0.00 %,0.00 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/61c742425f4f3130c721c5996b5817bk.mp3,2.09 Minutes,1.94 Minutes,92.82%,0.52 Minutes,1.54 Minutes,25.27 %,74.73 %,6 Times,4 Times,2 Times,0.12 Minutes,0.09 Minutes,0.03 Minutes,6.30 %,4.87 %,1.43 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8b32a03e27c40890e3bf14af45f017bf.mp3,0.23 Minutes,0.12 Minutes,52.55%,0.04 Minutes,0.08 Minutes,32.4 %,67.6 %,0 Times,0 Times,0 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,0.00 %,0.00 %,0.00 %,surprise,surprise,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/f0a65b5c3f6371d7568dd2eea7e917bb.mp3,0.05 Minutes,0.05 Minutes,99.53%,0.0 Minutes,0.05 Minutes,0.0 %,100.0 %,0 Times,0 Times,0 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,0.00 %,0.00 %,0.00 %,surprise,angry,fear
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/dfdb9bd50c6d747eeffc8b412e6317b1.mp3,2.17 Minutes,2.07 Minutes,95.53%,1.01 Minutes,1.43 Minutes,41.34 %,58.66 %,14 Times,5 Times,9 Times,0.37 Minutes,0.1 Minutes,0.27 Minutes,17.94 %,5.06 %,12.87 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8c05100e6756f5fdcfc30d47496817bh.mp3,1.03 Minutes,0.62 Minutes,60.12%,0.09 Minutes,0.53 Minutes,14.87 %,85.13 %,0 Times,0 Times,0 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,0.00 %,0.00 %,0.00 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/f4278c6e527caf11839404b91f2f17b8.mp3,2.03 Minutes,1.85 Minutes,91.21%,1.23 Minutes,1.02 Minutes,54.8 %,45.2 %,13 Times,7 Times,6 Times,0.4 Minutes,0.27 Minutes,0.13 Minutes,21.40 %,14.48 %,6.91 %,angry,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/aa17ad8aa093abf32bdde0e1693717bk.mp3,1.15 Minutes,1.04 Minutes,90.21%,0.35 Minutes,0.75 Minutes,31.69 %,68.31 %,3 Times,2 Times,1 Times,0.05 Minutes,0.04 Minutes,0.01 Minutes,5.22 %,3.89 %,1.33 %,surprise,neutral,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/acc8bfc00e2e3bbb3a70570d019c17b8.mp3,0.91 Minutes,0.84 Minutes,92.20%,0.71 Minutes,0.56 Minutes,55.85 %,44.15 %,9 Times,4 Times,5 Times,0.42 Minutes,0.19 Minutes,0.24 Minutes,50.61 %,22.54 %,28.07 %,angry,angry,surprise
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/d18443137eeabad9c55062d6b54a17b1.mp3,0.1 Minutes,0.04 Minutes,42.01%,0.0 Minutes,0.04 Minutes,0.0 %,100.0 %,0 Times,0 Times,0 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,0.00 %,0.00 %,0.00 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/ee93cdef062ec5851b5ee09ca49d17b9.mp3,5.29 Minutes,4.7 Minutes,88.84%,3.17 Minutes,2.66 Minutes,54.43 %,45.57 %,28 Times,18 Times,10 Times,1.13 Minutes,0.67 Minutes,0.46 Minutes,24.04 %,14.24 %,9.80 %,angry,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/2355bc6c6d90a25ad82c2b6d23fe17b6.mp3,1.51 Minutes,1.27 Minutes,84.03%,0.51 Minutes,0.9 Minutes,36.21 %,63.79 %,8 Times,2 Times,6 Times,0.15 Minutes,0.01 Minutes,0.13 Minutes,11.41 %,1.09 %,10.32 %,angry,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/60350b704fcdc614608cc180b59417b4.mp3,2.9 Minutes,2.67 Minutes,92.16%,0.64 Minutes,2.4 Minutes,21.02 %,78.98 %,11 Times,8 Times,3 Times,0.37 Minutes,0.26 Minutes,0.1 Minutes,13.73 %,9.85 %,3.88 %,surprise,surprise,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/9404adb4760ee1100c8bc20724d017b9.mp3,0.68 Minutes,0.6 Minutes,88.08%,0.24 Minutes,0.49 Minutes,32.97 %,67.03 %,2 Times,1 Times,1 Times,0.13 Minutes,0.0 Minutes,0.13 Minutes,21.86 %,0.66 %,21.20 %,surprise,surprise,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/a12290158b5c87a12c3c24a2781e17b6.mp3,0.41 Minutes,0.34 Minutes,83.37%,0.12 Minutes,0.27 Minutes,31.04 %,68.96 %,4 Times,3 Times,1 Times,0.05 Minutes,0.04 Minutes,0.01 Minutes,14.59 %,11.28 %,3.32 %,angry,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/2c2609295979f0b723c0d2dd62c317bg.mp3,0.59 Minutes,0.45 Minutes,77.29%,0.04 Minutes,0.41 Minutes,9.71 %,90.29 %,0 Times,0 Times,0 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,0.00 %,0.00 %,0.00 %,angry,angry,fear
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/ec852d9c003d35175d405d30e8b517b8.mp3,1.26 Minutes,1.2 Minutes,95.15%,0.75 Minutes,0.72 Minutes,50.87 %,49.13 %,9 Times,6 Times,3 Times,0.27 Minutes,0.17 Minutes,0.1 Minutes,22.67 %,14.27 %,8.40 %,surprise,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/0904c8b0d2e867698080228467d317b7.mp3,3.79 Minutes,3.4 Minutes,89.68%,1.38 Minutes,2.5 Minutes,35.64 %,64.36 %,21 Times,14 Times,7 Times,0.48 Minutes,0.35 Minutes,0.13 Minutes,14.16 %,10.36 %,3.81 %,surprise,sad,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8e956b5d655b7b6bd0fc1456526817ba.mp3,0.32 Minutes,0.26 Minutes,83.10%,0.06 Minutes,0.22 Minutes,22.04 %,77.96 %,1 Times,1 Times,0 Times,0.02 Minutes,0.02 Minutes,0.0 Minutes,9.29 %,9.29 %,0.00 %,angry,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/c03293871c400d1d97dac66b5b0b17b9.mp3,0.94 Minutes,0.84 Minutes,89.47%,0.38 Minutes,0.62 Minutes,37.82 %,62.18 %,5 Times,4 Times,1 Times,0.16 Minutes,0.11 Minutes,0.05 Minutes,18.39 %,12.63 %,5.76 %,angry,angry,fear
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/caf6c536cde3f845ecdc92b34e0d17ba.mp3,6.77 Minutes,5.07 Minutes,74.91%,1.23 Minutes,4.43 Minutes,21.77 %,78.23 %,18 Times,10 Times,8 Times,0.59 Minutes,0.38 Minutes,0.21 Minutes,11.65 %,7.52 %,4.14 %,angry,angry,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/fa0563494cafbdadd04b6378647117b3.mp3,0.64 Minutes,0.54 Minutes,83.79%,0.2 Minutes,0.44 Minutes,31.6 %,68.4 %,4 Times,3 Times,1 Times,0.11 Minutes,0.1 Minutes,0.0 Minutes,19.54 %,19.02 %,0.52 %,surprise,surprise,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/73bff1980de3dbf08121b981c4ba17b9.mp3,0.56 Minutes,0.42 Minutes,74.64%,0.1 Minutes,0.36 Minutes,20.74 %,79.26 %,2 Times,2 Times,0 Times,0.04 Minutes,0.04 Minutes,0.0 Minutes,9.43 %,9.43 %,0.00 %,neutral,neutral,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/f53a3cc4a3cfab952a00a77a0ee617b6.mp3,0.58 Minutes,0.5 Minutes,86.90%,0.04 Minutes,0.47 Minutes,7.17 %,92.83 %,1 Times,1 Times,0 Times,0.0 Minutes,0.0 Minutes,0.0 Minutes,0.45 %,0.45 %,0.00 %,surprise,surprise,angry
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/ed0d03a7b1b22c29d65e9f4c150d17bk.mp3,0.53 Minutes,0.43 Minutes,81.89%,0.09 Minutes,0.4 Minutes,18.62 %,81.38 %,2 Times,2 Times,0 Times,0.06 Minutes,0.06 Minutes,0.0 Minutes,13.95 %,13.95 %,0.00 %,surprise,surprise,neutral
